country_region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,9.0,9.0,9.0,13.0,13.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,18.0,18.0,18.0,18.0,18.0,27.0,27.0,27.0,27.0,27.0,27.0,33.0,33.0,33.0,33.0,33.0,42.0,42.0,42.0,50.0,50.0,50.0,53.0,62.0,62.0,62.0,62.0,76.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,57.0,61.0,61.0,61.0,82.0,84.0,118.0,134.0,134.0,136.0,136.0,143.0,147.0,148.0,148.0,151.0,151.0,151.0,151.0,186.0,188.0,188.0,188.0,217.0,222.0,228.0,232.0,236.0,237.0,238.0,247.0,247.0,253.0,253.0,272.0,277.0,288.0,292.0,295.0,306.0,323.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,557.0,557.0,557.0,557.0,557.0,557.0,782.0,782.0,782.0,782.0,782.0,782.0,918.0,918.0,918.0,1036.0,1036.0,1036.0,1036.0
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,11.0,11.0,11.0,14.0,17.0,18.0,19.0,19.0,21.0,21.0,22.0,24.0,24.0,25.0,28.0,30.0,30.0,32.0,34.0,34.0,34.0,38.0,38.0,38.0,44.0,48.0,50.0,50.0,50.0,51.0,53.0,53.0,55.0,55.0,55.0,55.0,57.0,76.0,76.0,78.0,78.0,78.0,78.0,78.0,82.0,83.0,83.0,83.0,83.0,85.0,85.0,85.0,86.0,86.0,86.0
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,14.0,26.0,31.0,31.0,31.0,37.0,44.0,44.0,54.0,54.0,80.0,98.0,98.0,117.0,117.0,134.0,134.0,166.0,174.0,187.0,198.0,219.0,237.0,258.0,273.0,299.0,313.0,339.0,356.0,434.0,473.0,493.0,503.0,533.0,553.0,561.0,575.0,609.0,629.0,647.0,677.0,689.0,738.0,749.0,889.0,968.0,1137.0,1298.0,1507.0,1658.0,1739.0,1902.0,2086.0,2159.0,2190.0,2261.0,2372.0,2431.0,2768.0,3113.0,3430.0,3752.0,4002.0,4002.0,4670.0,5086.0,5454.0,5857.0,6300.0,6795.0,7338.0,7736.0,8158.0,8517.0,8928.0,9340.0,9764.0,10358.0,10766.0,11272.0,11667.0,11929.0,12398.0,12883.0,13354.0,13918.0,14333.0,14843.0,15294.0,15819.0,16357.0,16979.0,17882.0,18200.0,18553.0,18875.0,19290.0,19721.0,20030.0,20614.0,20951.0,21169.0,21478.0,21971.0,22506.0
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,8.0,17.0,17.0,19.0,20.0,27.0,30.0,30.0,47.0,68.0,79.0,101.0,129.0,139.0,193.0,206.0,236.0,253.0,277.0,320.0,338.0,347.0,381.0,437.0,460.0,485.0,538.0,592.0,624.0,659.0,682.0,710.0,727.0,755.0,779.0,825.0,855.0,911.0,928.0,954.0,960.0,1059.0,1106.0,1114.0,1168.0,1228.0,1272.0,1336.0,1355.0,1436.0,1464.0,1522.0,1557.0,1596.0,1614.0,1662.0,1680.0,1696.0,1721.0,1744.0,1781.0,1803.0,1831.0,1862.0,1888.0,1910.0,1939.0,1951.0,1968.0,1968.0,1968.0,2023.0,2049.0,2063.0,2100.0,2119.0,2119.0,2119.0,2162.0,2178.0,2197.0,2219.0,2241.0,2241.0,2241.0,2270.0,2285.0,2297.0,2322.0,2338.0,2338.0,2338.0,2366.0,2402.0,2432.0,2515.0,2550.0,2550.0,2550.0,2598.0,2693.0,2769.0,2815.0,3037.0,3078.0,3115.0,3179.0,3179.0,3335.0,3534.0,3612.0,3648.0,3669.0,3755.0,4003.0,4159.0,4367.0,4555.0,4555.0,4555.0,4930.0,5220.0,5441.0
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,12.0,12.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,28.0,28.0,28.0,29.0,29.0,29.0,31.0,31.0,31.0,31.0,31.0,31.0,38.0,38.0,38.0,38.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0,52.0,52.0,63.0,63.0,63.0
Brazil,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,120.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,173.0,173.0,173.0,173.0,173.0,3046.0,14026.0,14026.0,14026.0,14026.0,22130.0,22130.0,22991.0,25318.0,26573.0,27655.0,29160.0,30152.0,31142.0,32544.0,34132.0,35935.0,38039.0,40937.0,42991.0,45815.0,48221.0,51370.0,55350.0,59297.0,61685.0,64957.0,67384.0,72597.0,78424.0,79479.0,84970.0,89672.0,94122.0,100459.0,106794.0,116683.0,125960.0,135430.0,142587.0,149911.0,153833.0,158593.0,166647.0,177604.0,189476.0,200892.0,206555.0,211080.0,223638.0,238617.0,254963.0,266940.0,277149.0,283952.0,378257.0,396737.0,413916.0,429965.0,445123.0,459436.0,469141.0,477709.0,490005.0,521046.0,534580.0,551631.0,589074.0,600576.0,601736.0,627963.0,660469.0,679524.0,702399.0,727715.0,746018.0,757811.0,788318.0,926192.0,957692.0,984615.0,990731.0,1029045.0,1062542.0,1107012.0,1139844.0,1171447.0,1217361.0,1244088.0,1264843.0,1291251.0,1323425.0,1350098.0,1397531.0,1428520.0,1447408.0,1459072.0,1514300.0,1555339.0,1591975.0,1620313.0,1693214.0,1785359.0,1812913.0,1846641.0,1868749.0,1922802.0
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,11.0,25.0,34.0,38.0,45.0,52.0,56.0,65.0,66.0,73.0,82.0,85.0,91.0,92.0,99.0,104.0,106.0,107.0,107.0,108.0,108.0,112.0,113.0,115.0,116.0,116.0,117.0,119.0,120.0,121.0,123.0,124.0,124.0,124.0,124.0,124.0,126.0,128.0,130.0,131.0,131.0,131.0,132.0,132.0,134.0,134.0,134.0,134.0,134.0,135.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,137.0,137.0,137.0,137.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,8.0,9.0,11.0,14.0,17.0,17.0,20.0,25.0,30.0,34.0,37.0,39.0,42.0,42.0,48.0,54.0,62.0,68.0,71.0,81.0,105.0,122.0,141.0,153.0,161.0,167.0,170.0,174.0,190.0,197.0,197.0,205.0,206.0,222.0,243.0,266.0,276.0,287.0,308.0,321.0,342.0,360.0,384.0,401.0,422.0,444.0,461.0,476.0,499.0,531.0,545.0,573.0,598.0,612.0,646.0,684.0,727.0,769.0,808.0,840.0,862.0,880.0,912.0,965.0,1016.0,1064.0,1074.0,1090.0,1123.0,1206.0,1322.0,1390.0,1545.0,1548.0,1587.0,1623.0,1664.0,1688.0,1716.0,1723.0,1730.0,1784.0,1817.0,1880.0,1941.0,2008.0,2027.0,2074.0,2171.0,2217.0,2263.0,2370.0,2457.0,2475.0,2508.0,2582.0,2676.0,2722.0,2802.0,2892.0,2898.0,2915.0,3000.0,3037.0,3166.0,3229.0,3308.0,3311.0,3319.0,3517.0,3663.0,3841.0,3927.0,4033.0,4081.0,4106.0,4205.0,4521.0,4643.0,5031.0,5252.0,5306.0,5355.0,5585.0,5766.0,5971.0
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,10.0,10.0,12.0,21.0,23.0,31.0,32.0,46.0,50.0,50.0,66.0,90.0,108.0,127.0,134.0,146.0,146.0,155.0,161.0,161.0,177.0,226.0,257.0,294.0,321.0,338.0,357.0,362.0,389.0,410.0,425.0,442.0,453.0,469.0,476.0,498.0,506.0,517.0,535.0,540.0,545.0,548.0,555.0,562.0,566.0,569.0,577.0,584.0,588.0,592.0,592.0,595.0,604.0,644.0,652.0,652.0,661.0,669.0,672.0,672.0,672.0,672.0,672.0,672.0,719.0,720.0,720.0,720.0,720.0,720.0,753.0,760.0,760.0,765.0,765.0,765.0,765.0,765.0,790.0,791.0,799.0,799.0,804.0,807.0,809.0,810.0,810.0,810.0,814.0,814.0,823.0,825.0,826.0,830.0,830.0,830.0,830.0,838.0,838.0,846.0,852.0,854.0,854.0,858.0,860.0,861.0,862.0,862.0,869.0,869.0,869.0,873.0,882.0,882.0,887.0,887.0,901.0,901.0,901.0,917.0,919.0,920.0,920.0,920.0,926.0,926.0,931.0
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,75.0,75.0,75.0,75.0,75.0,93.0,93.0,93.0,93.0,93.0,93.0,115.0,115.0,115.0,115.0,115.0,115.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,270.0,270.0,279.0,279.0,301.0,301.0,304.0
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,18.0,18.0,33.0,37.0,37.0,38.0,38.0,44.0,56.0,56.0,58.0,58.0,61.0,67.0,67.0,84.0,84.0,85.0,85.0,85.0,95.0,95.0,142.0,155.0,155.0,155.0,155.0,155.0,155.0,167.0,193.0,193.0,237.0,238.0,239.0,239.0,240.0,240.0,266.0,270.0,294.0,294.0,294.0,294.0,301.0,340.0,354.0,377.0,377.0,377.0,377.0,413.0,419.0,426.0,479.0,562.0,568.0,568.0,570.0,608.0,629.0,629.0,629.0,629.0,654.0,655.0,722.0,724.0,730.0,730.0,730.0,748.0,748.0,748.0,772.0,850.0,902.0,902.0,913.0,973.0,1063.0,1100.0,1132.0,1150.0,1216.0,1363.0,1447.0,1550.0,1616.0,1694.0
Cambodia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,10.0,10.0,11.0,13.0,21.0,21.0,23.0,25.0,34.0,35.0,50.0,50.0,53.0,58.0,63.0,62.0,72.0,75.0,77.0,77.0,91.0,96.0,98.0,98.0,103.0,105.0,107.0,110.0,110.0,110.0,117.0,117.0,117.0,119.0,119.0,119.0,119.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,121.0,121.0,121.0,121.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,126.0,126.0,126.0,126.0,126.0,127.0,127.0,127.0,127.0,127.0,129.0,129.0,130.0,130.0,130.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,136.0,136.0,140.0,142.0,142.0,142.0,143.0,143.0,147.0,147.0,147.0
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,10.0,10.0,17.0,17.0,17.0,17.0,43.0,60.0,60.0,98.0,98.0,98.0,98.0,130.0,165.0,164.0,164.0,177.0,305.0,305.0,329.0,397.0,668.0,668.0,697.0,786.0,805.0,915.0,934.0,934.0,934.0,953.0,953.0,953.0,953.0,1000.0,1002.0,1002.0,1232.0,1465.0,1524.0,1524.0,1543.0,1553.0,1567.0,1567.0,1567.0,1567.0,1567.0,1595.0,1808.0,1822.0,1822.0,1865.0,1865.0,1996.0,1996.0,1996.0,3326.0,3568.0,3568.0,3629.0,3676.0,3676.0,3705.0,4575.0,4587.0,4735.0,4748.0,4794.0,4836.0,4836.0,4836.0,4836.0,4836.0,5570.0,5570.0,5570.0,5570.0,7548.0,7702.0,7710.0,7740.0,7774.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,11525.0,11525.0,11525.0,11525.0,11928.0,11928.0,11928.0,11928.0,11928.0,13728.0,13728.0,13728.0,13728.0,13728.0,13728.0,13728.0,13728.0,14539.0,14539.0,14539.0,14539.0,14539.0,15320.0
Canada,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,0.0,0.0,110.0,183.0,184.0,256.0,466.0,466.0,466.0,1592.0,1324.0,1735.0,2175.0,2577.0,3012.0,3256.0,3791.0,4154.0,5162.0,5855.0,6589.0,7123.0,7758.0,8210.0,8966.0,9698.0,10545.0,10964.0,11847.0,12543.0,13188.0,14454.0,14761.0,15149.0,16013.0,16883.0,18268.0,19231.0,20327.0,21424.0,22764.0,23814.0,24921.0,26030.0,27006.0,28184.0,29260.0,30239.0,31262.0,32109.0,33007.0,34055.0,35177.0,36104.0,36908.0,37832.0,38563.0,39251.0,40069.0,40793.0,41731.0,42608.0,43318.0,43998.0,44651.0,45352.0,46248.0,46961.0,47905.0,48517.0,49213.0,50091.0,50725.0,51506.0,52184.0,53074.0,54087.0,54675.0,55343.0,56117.0,57215.0,58131.0,59034.0,59851.0,60668.0,61466.0,61899.0,63280.0,63782.0,64318.0,64826.0,65249.0,65721.0,66135.0,66533.0,66869.0,67182.0,67445.0,67689.0,68698.0,69120.0,69397.0,69872.0,70232.0,70507.0,70772.0,71141.0,71418.0,71805.0,72095.0,72466.0,72784.0,72954.0,73381.0,73713.0,74067.0,74433.0,98281.0,98436.0,98564.0,98975.0,99248.0,99501.0,99937.0,100504.0,100765.0,100969.0,101447.0,101686.0,101992.0
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,13.0,18.0,18.0,18.0,18.0,18.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,29.0,37.0,38.0,38.0,38.0,38.0,38.0,360.0,363.0,363.0,369.0,396.0,402.0,417.0,417.0,420.0,472.0,495.0,522.0,572.0,607.0,661.0,699.0,699.0,773.0,787.0,787.0,810.0,859.0,914.0,914.0,970.0,976.0,1050.0,1142.0,1142.0,1145.0,1145.0,1208.0,1229.0,1261.0,1265.0,1288.0,1348.0,1348.0,1400.0,1411.0,1437.0,1452.0,1483.0,1506.0,1546.0,1546.0,1546.0,1574.0
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,19.0,19.0,33.0,33.0,39.0,39.0,39.0,43.0,43.0,50.0,50.0,53.0,53.0,53.0,76.0,78.0,83.0,88.0,111.0,117.0,117.0,139.0,177.0,186.0,196.0,204.0,215.0,244.0,303.0,359.0,413.0,444.0,470.0,491.0,539.0,562.0,590.0,633.0,657.0,672.0,672.0,685.0,706.0,706.0,706.0,711.0,718.0,720.0,720.0,720.0,721.0,733.0,742.0,746.0,752.0,755.0,757.0,770.0,774.0,778.0,778.0,780.0,781.0,781.0,785.0,785.0,786.0,787.0,787.0,787.0,788.0,788.0,788.0,789.0,790.0,790.0,792.0,798.0,799.0,799.0,800.0,800.0,801.0,801.0,803.0,805.0,805.0,805.0,810.0,810.0,810.0,810.0,813.0
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,11.0,17.0,22.0,22.0,43.0,61.0,75.0,156.0,156.0,234.0,335.0,427.0,528.0,618.0,728.0,898.0,1115.0,1274.0,1571.0,1864.0,2059.0,2367.0,2646.0,2937.0,3299.0,3621.0,4035.0,4338.0,4676.0,4969.0,5386.0,5804.0,6327.0,6746.0,7024.0,7327.0,7710.0,8057.0,8580.0,9018.0,9572.0,10041.0,10415.0,10710.0,11189.0,11664.0,12160.0,12667.0,13112.0,13605.0,14125.0,14865.0,15655.0,16614.0,18014.0,19213.0,20165.0,21507.0,22504.0,23992.0,25342.0,26546.0,28148.0,29302.0,30915.0,33540.0,36115.0,38598.0,40431.0,42727.0,44946.0,21325.0,21605.0,21305.0,99358.0,103817.0,108150.0,112248.0,117361.0,121780.0,126444.0,131358.0,137296.0,143704.0,148792.0,156232.0,181931.0,186441.0,191491.0,196609.0,200569.0,205397.0,210570.0,215093.0,219327.0,223431.0,228055.0,232210.0,236154.0,241229.0,245443.0,249247.0,253343.0,257451.0,261039.0,264378.0,268251.0,271741.0,274922.0,278053.0,281114.0,283902.0,286556.0,289220.0,292085.0,295301.0,296814.0,299449.0,301794.0,301794.0,306816.0,306816.0,311431.0,313696.0,316169.0,318095.0,319954.0,322332.0,324557.0
